sample_id,audio_path,reference_text,spoken_text,split,source,consent_status,speaker_id,scenario_id,difficulty_group,term_targets,noise_condition,approval_id,deidentified,label_reviewer,label_review_status,tts_voice,tts_rate,audio_duration_seconds,audio_sha256
syn_train_011,audio/syn_train_011.wav,포장 이동 AGV 모델 R802의 도킹 위치 항목을 검증한 뒤 컨베이어 상태를 확인합니다.,포장 이동 에이지브이 모델 알 팔백이의 도킹 위치 항목을 검증한 뒤 컨베이어 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,agv,error_prone,AGV|컨베이어|R802,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,10.647,2a568df665310b54a26939d14cc09c1f545e816640cf566f98f55803a42a8f60
syn_train_012,audio/syn_train_012.wav,포장 이동 AGV 모델 R801의 정지 센서 항목을 기록한 뒤 컨베이어 상태를 확인합니다.,포장 이동 에이지브이 모델 알 팔백일의 정지 센서 항목을 기록한 뒤 컨베이어 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,agv,error_prone,AGV|컨베이어|R801,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,9.541,5bef8da8c4171660d71615b5a8ff1af38aeb2cd791f24dbca44ec9b43ee01ef2
syn_train_013,audio/syn_train_013.wav,검사 이동 AGV의 배터리 잔량 상태를 점검합니다.,검사 이동 에이지브이의 배터리 잔량 상태를 점검합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,agv,normal,AGV,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,7.428,04565dce8fc6c6b11c0af9b9ac49b68c00d13bd57fff0f2b40cb2eaa9787f22a
syn_train_014,audio/syn_train_014.wav,공정 이동 AGV의 도킹 위치 상태를 검증합니다.,공정 이동 에이지브이의 도킹 위치 상태를 검증합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,agv,normal,AGV,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,6.481,9b2b179c155383b2cc910d211a0108d29181dd512f82133ff6be59fbded6a428
syn_train_015,audio/syn_train_015.wav,공정 이동 AGV의 배터리 잔량 상태를 점검합니다.,공정 이동 에이지브이의 배터리 잔량 상태를 점검합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,agv,normal,AGV,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,5.990,59b9b475ced9b7f62fae770fd5ae62d9e78e4aa537b3def6f59e5eb5bc23e6c2
syn_train_016,audio/syn_train_016.wav,자재 운반 AGV의 도킹 위치 상태를 검증합니다.,자재 운반 에이지브이의 도킹 위치 상태를 검증합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,agv,normal,AGV,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,7.247,ee1bf3aab1beb4d2c36566ed76ac979327ceba19e1aa903e688f1aa0d3d1c03e
syn_train_017,audio/syn_train_017.wav,자재 운반 AGV의 배터리 잔량 상태를 점검합니다.,자재 운반 에이지브이의 배터리 잔량 상태를 점검합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,agv,normal,AGV,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,6.675,9756e79e725832eb7fb5b3626c555b3a5c8710cc9ed70d2a2984bbb24fa71130
syn_train_018,audio/syn_train_018.wav,자재 운반 AGV의 주행 경로 상태를 확인합니다.,자재 운반 에이지브이의 주행 경로 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,agv,normal,AGV,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,5.605,bce0738683b585c49e2c7b4a2225f0bd3ca2fb7d7719ddc076bce6cb2f782a73
syn_train_019,audio/syn_train_019.wav,출하 이동 AGV의 배터리 잔량 상태를 점검합니다.,출하 이동 에이지브이의 배터리 잔량 상태를 점검합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,agv,normal,AGV,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,7.208,5ace41b1c35520cfe4906129673246330540b7139ad247888f7f6577b4027646
syn_train_020,audio/syn_train_020.wav,출하 이동 AGV의 정지 센서 상태를 기록합니다.,출하 이동 에이지브이의 정지 센서 상태를 기록합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,agv,normal,AGV,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,6.231,ce68ec1ee432836bcae87ad3a07bcfedd4f608e9aa025fb71f88d120cd5e40ae
syn_train_021,audio/syn_train_021.wav,출하 이동 AGV의 주행 경로 상태를 확인합니다.,출하 이동 에이지브이의 주행 경로 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,agv,normal,AGV,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,5.411,b3b7055b8b7775dc667528229e5b76f66ec75e6ff219f43e8cb9f5d38ce35f70
syn_train_022,audio/syn_train_022.wav,포장 이동 AGV의 배터리 잔량 상태를 점검합니다.,포장 이동 에이지브이의 배터리 잔량 상태를 점검합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,agv,normal,AGV,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,7.358,91994ae82f061dc3390f17510f623294daad6df99e7b148318f68b221e30dcd1
syn_train_023,audio/syn_train_023.wav,포장 이동 AGV의 정지 센서 상태를 기록합니다.,포장 이동 에이지브이의 정지 센서 상태를 기록합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,agv,normal,AGV,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,6.381,b98dfe4178a97e41bdf5d549a8ddf52aa53acc204fca213e6aa8aa1259065063
syn_train_024,audio/syn_train_024.wav,포장 이동 AGV의 주행 경로 상태를 확인합니다.,포장 이동 에이지브이의 주행 경로 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,agv,normal,AGV,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,5.535,bc90f31f4cf3f3ab94f5c0e25edfb4a7dddb5550b8a1bfdff4ae4be561e0f726
syn_train_025,audio/syn_train_025.wav,검사 이동 AGV의 도킹 위치 값을 검증하고 컨베이어 기록과 비교합니다.,검사 이동 에이지브이의 도킹 위치 값을 검증하고 컨베이어 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,agv,term_dense,AGV|컨베이어,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,9.801,11318d368a00aba274247f4597bce4c588c1aa99c5ee84560e39d8039bddccd3
syn_train_026,audio/syn_train_026.wav,검사 이동 AGV의 배터리 잔량 값을 점검하고 컨베이어 기록과 비교합니다.,검사 이동 에이지브이의 배터리 잔량 값을 점검하고 컨베이어 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,agv,term_dense,AGV|컨베이어,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,8.964,f5561d8202178ef9b1a723175382913a345a3d976341e1e13f2557c8ca1389c8
syn_train_027,audio/syn_train_027.wav,검사 이동 AGV의 정지 센서 값을 기록하고 컨베이어 기록과 비교합니다.,검사 이동 에이지브이의 정지 센서 값을 기록하고 컨베이어 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,agv,term_dense,AGV|컨베이어,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,7.826,a59cac97fefbd8657b1686725f46b78b4a3baa6a4ca37b4b1b0d937ee3a12320
syn_train_028,audio/syn_train_028.wav,공정 이동 AGV의 도킹 위치 값을 검증하고 컨베이어 기록과 비교합니다.,공정 이동 에이지브이의 도킹 위치 값을 검증하고 컨베이어 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,agv,term_dense,AGV|컨베이어,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,9.813,7d8ef7685018a15fc978194badf97e1a4777a3c100f68d45b00028f607ee408c
syn_train_029,audio/syn_train_029.wav,공정 이동 AGV의 배터리 잔량 값을 점검하고 컨베이어 기록과 비교합니다.,공정 이동 에이지브이의 배터리 잔량 값을 점검하고 컨베이어 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,agv,term_dense,AGV|컨베이어,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,8.961,f7494d6615c4aec4fc7d3304dd3e19eb4c1fafa43ed5ed24d518cfe3e1d4fb80
syn_train_030,audio/syn_train_030.wav,자재 운반 AGV의 도킹 위치 값을 검증하고 컨베이어 기록과 비교합니다.,자재 운반 에이지브이의 도킹 위치 값을 검증하고 컨베이어 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,agv,term_dense,AGV|컨베이어,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,7.898,a0f6d77f1e4eadafd2c3f6a4cea2d83cbefbb6a93f8e9efa4f714bb8a0d178ff
syn_train_031,audio/syn_train_031.wav,자재 운반 AGV의 배터리 잔량 값을 점검하고 컨베이어 기록과 비교합니다.,자재 운반 에이지브이의 배터리 잔량 값을 점검하고 컨베이어 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,agv,term_dense,AGV|컨베이어,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,10.007,3aac1504e05b91ca5fb2ad0e22cfb5fd8ea3cd6e4277b0a581857042d6cae6c1
syn_train_032,audio/syn_train_032.wav,출하 이동 AGV의 도킹 위치 값을 검증하고 컨베이어 기록과 비교합니다.,출하 이동 에이지브이의 도킹 위치 값을 검증하고 컨베이어 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,agv,term_dense,AGV|컨베이어,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,8.567,710a45826d38b5531a064ac996f155af9a90c23028fe9fb80faaaec97a9ff1cd
syn_train_033,audio/syn_train_033.wav,출하 이동 AGV의 정지 센서 값을 기록하고 컨베이어 기록과 비교합니다.,출하 이동 에이지브이의 정지 센서 값을 기록하고 컨베이어 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,agv,term_dense,AGV|컨베이어,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,7.626,2beede97a7bc2dc1c6df0726179c0187ab08d9f1747120c5b583621cc06dbbfb
syn_train_034,audio/syn_train_034.wav,출하 이동 AGV의 주행 경로 값을 확인하고 컨베이어 기록과 비교합니다.,출하 이동 에이지브이의 주행 경로 값을 확인하고 컨베이어 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,agv,term_dense,AGV|컨베이어,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,9.231,eec47bc56399856bb77fe8342a3c65923a944ceac658bf9bd1f17e856a1e367d
syn_train_035,audio/syn_train_035.wav,포장 이동 AGV의 정지 센서 값을 기록하고 컨베이어 기록과 비교합니다.,포장 이동 에이지브이의 정지 센서 값을 기록하고 컨베이어 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,agv,term_dense,AGV|컨베이어,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,8.662,1d4cca927fab2bc614a05be8f0ce6563d87825dfd7578ed5075e5bd44c65ad65
syn_train_036,audio/syn_train_036.wav,포장 이동 AGV의 주행 경로 값을 확인하고 컨베이어 기록과 비교합니다.,포장 이동 에이지브이의 주행 경로 값을 확인하고 컨베이어 기록과 비교합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,agv,term_dense,AGV|컨베이어,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,7.588,a8a21f84043c99b8ea19fe0ad8850bf383fcc4b8b081345ae6bc9497c66c1acd
syn_train_037,audio/syn_train_037.wav,납땜 AOI 검사기 모델 R801의 불량 좌표 항목을 기록한 뒤 비전 검사기 상태를 확인합니다.,납땜 에이오아이 검사기 모델 알 팔백일의 불량 좌표 항목을 기록한 뒤 비전 검사기 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,aoi,error_prone,AOI 검사기|비전 검사기|R801,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,12.792,1cc14bfbabbedfc8f834fbd80f94a3521af26ecca620113dd2c8fb09c301b27f
syn_train_038,audio/syn_train_038.wav,전공정 AOI 검사기 모델 K202의 판정 임계값 항목을 검증한 뒤 비전 검사기 상태를 확인합니다.,전공정 에이오아이 검사기 모델 케이 이백이의 판정 임계값 항목을 검증한 뒤 비전 검사기 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,aoi,error_prone,AOI 검사기|비전 검사기|K202,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,12.099,9b7a06d26dbb4bed49817a70a686dd1486bf31be917524a1e4b774435ccfb7f6
syn_train_039,audio/syn_train_039.wav,전공정 AOI 검사기 모델 K201의 불량 좌표 항목을 기록한 뒤 비전 검사기 상태를 확인합니다.,전공정 에이오아이 검사기 모델 케이 이백일의 불량 좌표 항목을 기록한 뒤 비전 검사기 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,aoi,error_prone,AOI 검사기|비전 검사기|K201,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,10.594,33492c1acf61d90d4bbe8243e6feb22f0abf856d7026d518473ec1b1ec8a0edd
syn_train_040,audio/syn_train_040.wav,출하 AOI 검사기 모델 S902의 조명 각도 항목을 확인한 뒤 비전 검사기 상태를 확인합니다.,출하 에이오아이 검사기 모델 에스 구백이의 조명 각도 항목을 확인한 뒤 비전 검사기 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,aoi,error_prone,AOI 검사기|비전 검사기|S902,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,12.565,c091f62c0db81fc66c06b8f8c85c3d906396b37e58cd80650ddcb2627be7f0d2
syn_train_041,audio/syn_train_041.wav,출하 AOI 검사기 모델 G1002의 판정 임계값 항목을 검증한 뒤 비전 검사기 상태를 확인합니다.,출하 에이오아이 검사기 모델 지 천이의 판정 임계값 항목을 검증한 뒤 비전 검사기 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,aoi,error_prone,AOI 검사기|비전 검사기|G1002,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,11.374,05e9ae87df51e3b46d11503978d1f66279d95eb5e50cf16b09f6be153177eb71
syn_train_042,audio/syn_train_042.wav,출하 AOI 검사기 모델 G1001의 불량 좌표 항목을 기록한 뒤 비전 검사기 상태를 확인합니다.,출하 에이오아이 검사기 모델 지 천일의 불량 좌표 항목을 기록한 뒤 비전 검사기 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,aoi,error_prone,AOI 검사기|비전 검사기|G1001,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,9.932,10d463ef5ed07eb52163ab5857dae11e370d1ef9379e9a10f18ac9ff3660fbbe
syn_train_043,audio/syn_train_043.wav,표면 AOI 검사기 모델 Q502의 조명 각도 항목을 확인한 뒤 비전 검사기 상태를 확인합니다.,표면 에이오아이 검사기 모델 큐 오백이의 조명 각도 항목을 확인한 뒤 비전 검사기 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,aoi,error_prone,AOI 검사기|비전 검사기|Q502,equipment_hum_snr14db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,12.586,b16635eb514ed6700bdfdc4b69fbaa6a3d809a6f31e8162b544e7d980a3d6e6a
syn_train_044,audio/syn_train_044.wav,표면 AOI 검사기 모델 Q501의 검사 해상도 항목을 점검한 뒤 비전 검사기 상태를 확인합니다.,표면 에이오아이 검사기 모델 큐 오백일의 검사 해상도 항목을 점검한 뒤 비전 검사기 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-3,aoi,error_prone,AOI 검사기|비전 검사기|Q501,hard_factory_noise_snr8db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-3,11.687,74d9d779c51be1ffd7215631f9504e2d20aa986877f317a472e909d78c5c887a
syn_train_045,audio/syn_train_045.wav,표면 AOI 검사기 모델 T601의 불량 좌표 항목을 기록한 뒤 비전 검사기 상태를 확인합니다.,표면 에이오아이 검사기 모델 티 육백일의 불량 좌표 항목을 기록한 뒤 비전 검사기 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-2,aoi,error_prone,AOI 검사기|비전 검사기|T601,quiet_tts,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-2,10.303,783ef55f77ccd905881a41b0eb9056c72b66dbeb8e3cfa2fe5f6d5d451bdee1b
syn_train_046,audio/syn_train_046.wav,후공정 AOI 검사기 모델 A302의 조명 각도 항목을 확인한 뒤 비전 검사기 상태를 확인합니다.,후공정 에이오아이 검사기 모델 에이 삼백이의 조명 각도 항목을 확인한 뒤 비전 검사기 상태를 확인합니다.,train,synthetic_windows_system_speech,synthetic,synthetic_heami_rate_-4,aoi,error_prone,AOI 검사기|비전 검사기|A302,fan_noise_snr20db,SYNTHETIC-FIXTURE-NO-HUMAN-DATA,true,not_applicable_synthetic_source_text,synthetic_generated,Microsoft Heami Desktop,-4,13.135,503d8b65ff5988112c2d6b019a2f4c2adf8a88b8f6dcf170c9ceb3566756ae12
